F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
9.549694368615746498e-12,7.275957614183425903e-12,-7.730704965069890022e-12,-1.773514668457210064e-11,-5.456968210637569427e-12,1.045918907038867474e-11,4.547473508864641190e-12,2.046363078989088535e-12,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,0.000000000000000000e+00
-6.726544264617036788e+02,-2.146125087199304744e+02,-5.414262569372760936e+02,-5.455599148048809184e+02,-4.508974587132836405e+02,-3.147422460629620673e+02,-8.614599775172500813e+02,-4.270942590509866932e+02,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.000000000000000000e+00
-1.122849437884975941e+03,-4.608555608328813378e+02,-9.557585278330684559e+02,-9.284013886099082811e+02,-8.667638974768181015e+02,-6.341654147732865567e+02,-1.419310051902301893e+03,-7.400768878855303683e+02,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,2.000000000000000000e+00
-1.356606942428936691e+03,-7.462069707681096133e+02,-1.215117833776512953e+03,-1.099030825516651021e+03,-1.180086730381750840e+03,-9.306574166132518258e+02,-1.885837553817965272e+03,-9.600346278750009787e+02,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,3.000000000000000000e+00
-1.340122366789646094e+03,-1.124061535847899222e+03,-1.439289458650017650e+03,-1.169954052354810756e+03,-1.428950412280840283e+03,-1.256082991917090339e+03,-2.412344489394475204e+03,-1.235735665152941920e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,4.000000000000000000e+00
-1.149393480656142856e+03,-1.579489592597628871e+03,-1.734274743539438305e+03,-1.283956604611825924e+03,-1.719601811974031989e+03,-1.657511092580435388e+03,-2.964558412587564362e+03,-1.611324305971770627e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,5.000000000000000000e+00
-1.291591422577396770e+03,-1.879786514572484521e+03,-2.001579408604541641e+03,-1.437404581425014385e+03,-1.995944033619829497e+03,-1.968034064987012243e+03,-3.810013425047779492e+03,-1.886451385230826418e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,6.000000000000000000e+00
-1.979329748099606604e+03,-1.870976955215921407e+03,-2.089270976269777293e+03,-1.532754916581810676e+03,-2.117537309385531898e+03,-2.014363742732568426e+03,-4.903511396983250961e+03,-1.900230789968248928e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,7.000000000000000000e+00
-2.593903408432042852e+03,-1.812658936972078436e+03,-2.067181229873484881e+03,-1.549823209120203956e+03,-2.143178882665327365e+03,-1.970386621343640400e+03,-5.451907620244599457e+03,-1.827681242295950597e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,8.000000000000000000e+00
-2.874228607217816716e+03,-2.009897449033613157e+03,-2.116013443537843159e+03,-1.531938894317369204e+03,-2.226593884614899252e+03,-2.108338561960589686e+03,-5.458860334558181421e+03,-1.925588367492554426e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,9.000000000000000000e+00
-3.525790205057727690e+03,-2.302666431676461798e+03,-2.235404993345961429e+03,-1.494444397670954913e+03,-2.336251627556456697e+03,-2.338599695481148046e+03,-6.148859856968630993e+03,-2.131415025676018104e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.000000000000000000e+01
-4.513481478566817714e+03,-2.380486538844199004e+03,-2.313546253439072188e+03,-1.482542100478434349e+03,-2.398835039122695434e+03,-2.425416373449063030e+03,-7.352259227310860297e+03,-2.220813684232467494e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.100000000000000000e+01
-4.792063270174345234e+03,-2.289886199010391465e+03,-2.322533647025606115e+03,-1.537720290829821352e+03,-2.462635618802767567e+03,-2.387342821790814924e+03,-7.514665537937386034e+03,-2.163034386362718578e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.200000000000000000e+01
-4.669841039119657580e+03,-2.226510530094077694e+03,-2.259954864405106491e+03,-1.538327433587429141e+03,-2.485319293176223255e+03,-2.330573966383377410e+03,-7.264070040607111878e+03,-2.064546583424244091e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.300000000000000000e+01
-5.604553520935016422e+03,-2.226236175162212021e+03,-2.137460126651486917e+03,-1.363039767669649336e+03,-2.366281820680096644e+03,-2.268605618258989580e+03,-8.548155948126028306e+03,-2.003516677120412169e+03,9.484992027282714844e+00,-6.119350194931030273e-01,-1.032640218734741211e+00,1.400000000000000000e+01
