F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
2.864908310584723949e-11,-1.818989403545856476e-12,9.094947017729282379e-12,-1.455191522836685181e-11,1.591615728102624416e-11,-2.364686224609613419e-11,5.093170329928398132e-11,-2.046363078989088535e-11,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,0.000000000000000000e+00
-6.196832021616733073e+02,-3.272268308736283871e+02,-6.931957436765287639e+02,-6.443276747328877718e+02,-6.016763215652231338e+02,-4.750132584858988594e+02,-6.225903642372409195e+02,-3.362018892126866376e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,1.000000000000000000e+00
-8.465276328986810768e+02,-4.851987852678194031e+02,-9.306107996410125907e+02,-1.485115196383989769e+03,-8.255905135039074594e+02,-6.664960632623374295e+02,-1.373774052402785401e+03,-4.747959459842254546e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,2.000000000000000000e+00
-7.552806554070889433e+02,-4.854898411646588556e+02,-8.263017781497878786e+02,-2.354448177977216801e+03,-7.553065065671655702e+02,-6.334767798535531256e+02,-2.274772225415967569e+03,-4.584475699616793918e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,3.000000000000000000e+00
-6.360368637861124625e+02,-4.256366113930678239e+02,-7.245628254333457789e+02,-2.809468458161730268e+03,-6.794397460599975602e+02,-5.772670713848840478e+02,-3.076780029484635634e+03,-3.993314460568167306e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,4.000000000000000000e+00
-5.389879843995122428e+02,-3.201920372784645679e+02,-6.481407505120257611e+02,-2.724290485578982043e+03,-6.372583775857785895e+02,-5.104286179183889089e+02,-3.516339078781243643e+03,-2.693380631841846480e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,5.000000000000000000e+00
-3.412797490191155703e+02,-1.315866114574632775e+02,-4.427225153063075140e+02,-2.662737241915665891e+03,-4.929293663478399594e+02,-3.385109493553741231e+02,-3.845554266040445327e+03,-3.462447656259450923e+01,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,6.000000000000000000e+00
-9.242602707045762145e+01,7.411109936265665965e+01,-1.872152496027683810e+02,-3.239869026890788518e+03,-2.849738080502936555e+02,-1.308900553141870660e+02,-4.393092026846856243e+03,1.707848426380344335e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,7.000000000000000000e+00
4.089747368304551856e+01,1.787949622746380101e+02,-6.660308918113878462e+01,-4.246815427907336925e+03,-1.774156761828639901e+02,-4.044441605907923076e+01,-4.891532822850873345e+03,2.263829523542717652e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,8.000000000000000000e+00
9.498104734970502250e+01,2.258827387841333802e+02,-1.652807533053146472e+01,-4.887395325204262917e+03,-1.482260740363676632e+02,-2.082668686533656910e+01,-5.103960488203919340e+03,2.557764576594161099e+02,9.523238182067871094e+00,3.442134261131286621e-01,-2.294756323099136353e-01,9.000000000000000000e+00
