F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-2.773958840407431126e-11,-8.185452315956354141e-12,3.274180926382541656e-11,-1.318767317570745945e-11,1.341504685115069151e-11,2.751221472863107920e-11,-1.091393642127513885e-11,6.821210263296961784e-13,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,0.000000000000000000e+00
-5.239883059876824518e+02,-2.182836866571417431e+02,-2.821329987898077434e+02,-5.540083710233066085e+02,-3.381810083312775532e+02,-4.629991002408723944e+02,-1.117010502924047614e+03,-6.819034708070846591e+02,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,1.000000000000000000e+00
-1.161799545036618383e+03,-4.486470447370602415e+02,-7.607326395270488320e+02,-9.345049318540243348e+02,-8.410375320316848047e+02,-7.047145668411963015e+02,-2.136316079247226298e+03,-1.141849768248332566e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,2.000000000000000000e+00
-1.813260827198385414e+03,-7.891906865559564039e+02,-1.378120602070978975e+03,-1.218820446717731102e+03,-1.456049862206131593e+03,-9.291069537621140171e+02,-3.058421555263779737e+03,-1.478527195029126688e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,3.000000000000000000e+00
-2.290422391403163147e+03,-1.208578416883171485e+03,-1.903721218207786251e+03,-1.556024201895801298e+03,-1.988468638117377850e+03,-1.336025328206939548e+03,-3.915355907857519014e+03,-1.840611045017861670e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,4.000000000000000000e+00
-2.627803586806297517e+03,-1.503518558307184321e+03,-2.204624519431210956e+03,-1.891197336103884481e+03,-2.325471179377786029e+03,-1.713539818606518111e+03,-4.793162348131903855e+03,-2.135061393405469062e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,5.000000000000000000e+00
-2.944049913292046767e+03,-1.674092484551802954e+03,-2.367811788189187610e+03,-2.080879041926911668e+03,-2.537052875768188642e+03,-1.891761533156569840e+03,-5.617845405811666751e+03,-2.294482708171059130e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,6.000000000000000000e+00
-3.211174512856905494e+03,-1.986794151581355436e+03,-2.567632464578783583e+03,-2.157339129281373062e+03,-2.768636353786044310e+03,-2.112948600894503215e+03,-6.279848396799813600e+03,-2.509841927389034026e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,7.000000000000000000e+00
-3.434226033818245924e+03,-2.482802362859945333e+03,-2.861710233782717296e+03,-2.276681957495785355e+03,-3.072377131364052275e+03,-2.550377690063923183e+03,-6.971616823562793797e+03,-2.898368534405107312e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,8.000000000000000000e+00
-3.834948969476966340e+03,-2.817617254188498464e+03,-3.135924688294830503e+03,-2.473874782548838539e+03,-3.356835079668268008e+03,-2.923423484666555851e+03,-7.945873245015434804e+03,-3.230368137363350343e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,9.000000000000000000e+00
-4.517855149640286982e+03,-2.808812402599831330e+03,-3.258612964275314880e+03,-2.636360067951934525e+03,-3.514888465286987412e+03,-2.975751596591631824e+03,-8.940625691220353474e+03,-3.283404056635775305e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,1.000000000000000000e+01
-5.261511745744956897e+03,-2.759659636871894691e+03,-3.262317820332844349e+03,-2.686232941383746947e+03,-3.574032943427816917e+03,-2.925595047117201830e+03,-9.607376465554492825e+03,-3.222044545002698669e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,1.100000000000000000e+01
-5.956394705141203303e+03,-2.984490700729322270e+03,-3.306724588672668688e+03,-2.669706446368700199e+03,-3.657882270157112544e+03,-3.088876005001074191e+03,-1.043305559419107885e+04,-3.340805235792064650e+03,9.446745872497558594e+00,-8.796565532684326172e-01,-1.300361871719360352e+00,1.200000000000000000e+01
